1235424748,POINT(-112.064881 41.1625403),Grounds for Coffee
1238095726,POINT(-111.939924 41.1617434),Starbucks
1252671038,POINT(-111.8904999 40.5751982),Johanna's Kitchen
1264324524,POINT(-111.8205587 40.3869626),Koi
1272829553,POINT(-113.0614295 37.6796556),Great Harvest Bread Co.
1289239388,POINT(-112.5204211 37.0432348),Escobars Mexican
1312085625,POINT(-111.9711545 41.2246947),Sonora Grill
1312085714,POINT(-111.9707844 41.2246908),Iggy's
1312098682,POINT(-111.9585452 41.220232),Ventanas
1363217924,POINT(-112.0251111 41.1614562),Japanese Wasabi
1369432880,POINT(-111.6839076 40.2709055),Wendy's
1369432884,POINT(-111.6829956 40.2710201),Subway
1399278863,POINT(-111.8718005 40.7703563),Cafe On 1st
1400581555,POINT(-111.8542261 40.7641734),Aristos
1400581561,POINT(-111.8542333 40.7640355),Indochine
1400581563,POINT(-111.854298 40.763513),Market Street Grill
1402379970,POINT(-111.8546866 40.7001505),Einstein Brother's
1409035676,POINT(-111.8656775 40.7543929),Cafe Trio
1424836120,POINT(-109.5670342 37.2812353),Cottonwood Steakhouse
1424836122,POINT(-109.5577603 37.2832131),San juan Rivercafe
1467497674,POINT(-111.5156565 40.6584258),Silverstar Cafe
1467693252,POINT(-111.8529876 40.7647806),The Pie Pizzeria
1467750080,POINT(-111.8525386 40.7645606),Big Ed
1510026539,POINT(-111.6591519 40.5691798),Mid Gad
1515558390,POINT(-111.9712612 41.2241196),Wing Nutz
1524331679,POINT(-111.8806767 40.7653588),Twilite Lounge
1569455273,POINT(-111.8528278 38.9354264),dennys
1569465616,POINT(-111.8539141 38.9369411),El Mexicano
1569798784,POINT(-111.859756 38.9573862),Moms cafe
1578557018,POINT(-111.9022315 40.7640918),Rose Establishment
1581342035,POINT(-111.8907825 40.7620734),Eva
1586380290,POINT(-111.8073157 40.7000854),Cafe Rio
1611687531,POINT(-111.8655968 40.6674915),Anna's
1611687542,POINT(-111.8886733 40.6631357),East Coast Subs
1611687603,POINT(-111.8656073 40.6669309),Natsu
1613759084,POINT(-113.5835451 37.1094002),Bear Paw
1628867353,POINT(-111.893 40.76586),Benihana
1660056251,POINT(-111.8660013 40.7257628),Este New York Style Pizzeria
1667347482,POINT(-111.8288669 40.7565996),Cafe Pierre
1667624974,POINT(-111.5001175 40.6611799),A Wok Away
1695336996,POINT(-111.8928578 40.7681868),Nordstrom's ebar
1695336998,POINT(-111.8915157 40.7679055),Texas de Brazil
1696632414,POINT(-111.7791708 40.4477614),Tangerine Tiger
1696989812,POINT(-111.911988 40.5571988),Zupas
1696997613,POINT(-111.9096437 40.5580486),Beans 'n Brew
1699086872,POINT(-111.9811086 40.5084004),Chili's
1699086990,POINT(-111.9818757 40.5081577),Winger's
1703335497,POINT(-111.9112882 40.3881203),Sean's Smokehouse BBQ & Grill
1731340466,POINT(-112.0113681 40.5075085),Iceburg
1745686917,POINT(-109.5452262 37.2861457),Cow Canyon Trading Post Restaurant
1746921197,POINT(-111.7804454 40.7620803),Ruth's Diner
1749188954,POINT(-113.0164754 38.3968789),Brody's Tacos
1761421398,POINT(-111.853497 40.593951),Mount Fuji
1761428094,POINT(-111.8543982 40.5956537),Taste of Punjab
